Entity Name,Entity ID,Entity Type,Research Destination Test,Independent Knowledge Test,Relationship Convergence,Long-Term Significance,Better Parent Assessment,Entity Worthiness Score,Recommended Knowledge Role,Supporting Evidence,Justification,Final Recommendation,Human Decision
"The hosts distinguish publicly documented information from claims that still require corroboration, transparency, or additional evidence.",claim-need-to-know-44-2,claim,fail,fail,fail,fail,yes,5,Contextual Metadata,0 inbound; 1 outbound; 1 related entities; 2 references,"The hosts distinguish publicly documented information from claims that still require corroboration, transparency, or additional evidence. scores 5/100. only 1 neighboring entities and 1 relationship types currently converge here; the current record has limited independent research depth; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know Episode #44 — UFO Word Games.",Recommend reduced destination prominence,pending
"The hosts distinguish publicly documented information from claims that still require corroboration, transparency, or additional evidence.",claim-need-to-know-45-2,claim,fail,fail,fail,fail,yes,5,Contextual Metadata,0 inbound; 1 outbound; 1 related entities; 2 references,"The hosts distinguish publicly documented information from claims that still require corroboration, transparency, or additional evidence. scores 5/100. only 1 neighboring entities and 1 relationship types currently converge here; the current record has limited independent research depth; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know Episode #45 — Same Old UFO Song.",Recommend reduced destination prominence,pending
"The hosts distinguish publicly documented information from claims that still require corroboration, transparency, or additional evidence.",claim-need-to-know-46-2,claim,fail,fail,fail,fail,yes,5,Contextual Metadata,0 inbound; 1 outbound; 1 related entities; 2 references,"The hosts distinguish publicly documented information from claims that still require corroboration, transparency, or additional evidence. scores 5/100. only 1 neighboring entities and 1 relationship types currently converge here; the current record has limited independent research depth; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know Episode #46 — JFK and UFOs?.",Recommend reduced destination prominence,pending
"The hosts distinguish publicly documented information from claims that still require corroboration, transparency, or additional evidence.",claim-need-to-know-47-2,claim,fail,fail,fail,fail,yes,5,Contextual Metadata,0 inbound; 1 outbound; 1 related entities; 2 references,"The hosts distinguish publicly documented information from claims that still require corroboration, transparency, or additional evidence. scores 5/100. only 1 neighboring entities and 1 relationship types currently converge here; the current record has limited independent research depth; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know Episode #47 — UFO Gatekeepers Strike Back.",Recommend reduced destination prominence,pending
"The hosts distinguish publicly documented information from claims that still require corroboration, transparency, or additional evidence.",claim-need-to-know-48-2,claim,fail,fail,fail,fail,yes,5,Contextual Metadata,0 inbound; 1 outbound; 1 related entities; 2 references,"The hosts distinguish publicly documented information from claims that still require corroboration, transparency, or additional evidence. scores 5/100. only 1 neighboring entities and 1 relationship types currently converge here; the current record has limited independent research depth; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know Episode #48 — Is This the Year?.",Recommend reduced destination prominence,pending
"The hosts distinguish publicly documented information from claims that still require corroboration, transparency, or additional evidence.",claim-need-to-know-49-2,claim,fail,fail,fail,fail,yes,5,Contextual Metadata,0 inbound; 1 outbound; 1 related entities; 2 references,"The hosts distinguish publicly documented information from claims that still require corroboration, transparency, or additional evidence. scores 5/100. only 1 neighboring entities and 1 relationship types currently converge here; the current record has limited independent research depth; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know Episode #49 — Adios, Voldemort.",Recommend reduced destination prominence,pending
"The hosts distinguish publicly documented information from claims that still require corroboration, transparency, or additional evidence.",claim-need-to-know-50-2,claim,fail,fail,fail,fail,yes,5,Contextual Metadata,0 inbound; 1 outbound; 1 related entities; 2 references,"The hosts distinguish publicly documented information from claims that still require corroboration, transparency, or additional evidence. scores 5/100. only 1 neighboring entities and 1 relationship types currently converge here; the current record has limited independent research depth; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know Episode #50 — More UFO Lies & Coverup.",Recommend reduced destination prominence,pending
"The hosts distinguish publicly documented information from claims that still require corroboration, transparency, or additional evidence.",claim-need-to-know-51-2,claim,fail,fail,fail,fail,yes,5,Contextual Metadata,0 inbound; 1 outbound; 1 related entities; 2 references,"The hosts distinguish publicly documented information from claims that still require corroboration, transparency, or additional evidence. scores 5/100. only 1 neighboring entities and 1 relationship types currently converge here; the current record has limited independent research depth; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know Episode #51 — UAP Burnout.",Recommend reduced destination prominence,pending
"The hosts distinguish publicly documented information from claims that still require corroboration, transparency, or additional evidence.",claim-need-to-know-52-2,claim,fail,fail,fail,fail,yes,5,Contextual Metadata,0 inbound; 1 outbound; 1 related entities; 2 references,"The hosts distinguish publicly documented information from claims that still require corroboration, transparency, or additional evidence. scores 5/100. only 1 neighboring entities and 1 relationship types currently converge here; the current record has limited independent research depth; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know Episode #52 — Swagger and Secrets.",Recommend reduced destination prominence,pending
"The hosts distinguish publicly documented information from claims that still require corroboration, transparency, or additional evidence.",claim-need-to-know-53-2,claim,fail,fail,fail,fail,yes,5,Contextual Metadata,0 inbound; 1 outbound; 1 related entities; 2 references,"The hosts distinguish publicly documented information from claims that still require corroboration, transparency, or additional evidence. scores 5/100. only 1 neighboring entities and 1 relationship types currently converge here; the current record has limited independent research depth; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know Episode #53 — Zero Doubt.",Recommend reduced destination prominence,pending
"The hosts distinguish publicly documented information from claims that still require corroboration, transparency, or additional evidence.",claim-need-to-know-54-2,claim,fail,fail,fail,fail,yes,5,Contextual Metadata,0 inbound; 1 outbound; 1 related entities; 2 references,"The hosts distinguish publicly documented information from claims that still require corroboration, transparency, or additional evidence. scores 5/100. only 1 neighboring entities and 1 relationship types currently converge here; the current record has limited independent research depth; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know Episode #54 — History Repeats.",Recommend reduced destination prominence,pending
"The hosts distinguish publicly documented information from claims that still require corroboration, transparency, or additional evidence.",claim-need-to-know-55-2,claim,fail,fail,fail,fail,yes,5,Contextual Metadata,0 inbound; 1 outbound; 1 related entities; 2 references,"The hosts distinguish publicly documented information from claims that still require corroboration, transparency, or additional evidence. scores 5/100. only 1 neighboring entities and 1 relationship types currently converge here; the current record has limited independent research depth; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know Episode #55 — Imminent.",Recommend reduced destination prominence,pending
"The hosts distinguish publicly documented information from claims that still require corroboration, transparency, or additional evidence.",claim-need-to-know-56-2,claim,fail,fail,fail,fail,yes,5,Contextual Metadata,0 inbound; 1 outbound; 1 related entities; 2 references,"The hosts distinguish publicly documented information from claims that still require corroboration, transparency, or additional evidence. scores 5/100. only 1 neighboring entities and 1 relationship types currently converge here; the current record has limited independent research depth; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know Episode #56 — Elizondo Unplugged.",Recommend reduced destination prominence,pending
"The hosts distinguish publicly documented information from claims that still require corroboration, transparency, or additional evidence.",claim-need-to-know-57-2,claim,fail,fail,fail,fail,yes,5,Contextual Metadata,0 inbound; 1 outbound; 1 related entities; 2 references,"The hosts distinguish publicly documented information from claims that still require corroboration, transparency, or additional evidence. scores 5/100. only 1 neighboring entities and 1 relationship types currently converge here; the current record has limited independent research depth; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know Episode #57 — Dolan's New USO Shockers.",Recommend reduced destination prominence,pending
"The hosts distinguish publicly documented information from claims that still require corroboration, transparency, or additional evidence.",claim-need-to-know-58-2,claim,fail,fail,fail,fail,yes,5,Contextual Metadata,0 inbound; 1 outbound; 1 related entities; 2 references,"The hosts distinguish publicly documented information from claims that still require corroboration, transparency, or additional evidence. scores 5/100. only 1 neighboring entities and 1 relationship types currently converge here; the current record has limited independent research depth; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know Episode #58 — The Disclosure President?.",Recommend reduced destination prominence,pending
"The hosts distinguish publicly documented information from claims that still require corroboration, transparency, or additional evidence.",claim-need-to-know-59-2,claim,fail,fail,fail,fail,yes,5,Contextual Metadata,0 inbound; 1 outbound; 1 related entities; 2 references,"The hosts distinguish publicly documented information from claims that still require corroboration, transparency, or additional evidence. scores 5/100. only 1 neighboring entities and 1 relationship types currently converge here; the current record has limited independent research depth; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know Episode #59 — Jingle Drones.",Recommend reduced destination prominence,pending
"The hosts distinguish publicly documented information from claims that still require corroboration, transparency, or additional evidence.",claim-need-to-know-60-2,claim,fail,fail,fail,fail,yes,5,Contextual Metadata,0 inbound; 1 outbound; 1 related entities; 2 references,"The hosts distinguish publicly documented information from claims that still require corroboration, transparency, or additional evidence. scores 5/100. only 1 neighboring entities and 1 relationship types currently converge here; the current record has limited independent research depth; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know Episode #60 — Age of Disclosure?.",Recommend reduced destination prominence,pending
"The hosts distinguish publicly documented information from claims that still require corroboration, transparency, or additional evidence.",claim-need-to-know-61-2,claim,fail,fail,fail,fail,yes,5,Contextual Metadata,0 inbound; 1 outbound; 1 related entities; 2 references,"The hosts distinguish publicly documented information from claims that still require corroboration, transparency, or additional evidence. scores 5/100. only 1 neighboring entities and 1 relationship types currently converge here; the current record has limited independent research depth; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know Episode #61 — Gimme Some Truth.",Recommend reduced destination prominence,pending
"The hosts distinguish publicly documented information from claims that still require corroboration, transparency, or additional evidence.",claim-need-to-know-62-2,claim,fail,fail,fail,fail,yes,5,Contextual Metadata,0 inbound; 1 outbound; 1 related entities; 2 references,"The hosts distinguish publicly documented information from claims that still require corroboration, transparency, or additional evidence. scores 5/100. only 1 neighboring entities and 1 relationship types currently converge here; the current record has limited independent research depth; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know Episode #62 — Watch the Skies.",Recommend reduced destination prominence,pending
"The hosts distinguish publicly documented information from claims that still require corroboration, transparency, or additional evidence.",claim-need-to-know-63-2,claim,fail,fail,fail,fail,yes,5,Contextual Metadata,0 inbound; 1 outbound; 1 related entities; 2 references,"The hosts distinguish publicly documented information from claims that still require corroboration, transparency, or additional evidence. scores 5/100. only 1 neighboring entities and 1 relationship types currently converge here; the current record has limited independent research depth; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know Episode #63 — Immaculate Revelations.",Recommend reduced destination prominence,pending
"The hosts distinguish publicly documented information from claims that still require corroboration, transparency, or additional evidence.",claim-need-to-know-64-2,claim,fail,fail,fail,fail,yes,5,Contextual Metadata,0 inbound; 1 outbound; 1 related entities; 2 references,"The hosts distinguish publicly documented information from claims that still require corroboration, transparency, or additional evidence. scores 5/100. only 1 neighboring entities and 1 relationship types currently converge here; the current record has limited independent research depth; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know Episode #64 — Live From CITD.",Recommend reduced destination prominence,pending
"The hosts distinguish publicly documented information from claims that still require corroboration, transparency, or additional evidence.",claim-need-to-know-65-2,claim,fail,fail,fail,fail,yes,5,Contextual Metadata,0 inbound; 1 outbound; 1 related entities; 2 references,"The hosts distinguish publicly documented information from claims that still require corroboration, transparency, or additional evidence. scores 5/100. only 1 neighboring entities and 1 relationship types currently converge here; the current record has limited independent research depth; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know Episode #65 — Ross Coulthart's Final Show — Whose Tech Is It?.",Recommend reduced destination prominence,pending
"The hosts distinguish publicly documented information from claims that still require corroboration, transparency, or additional evidence.",claim-need-to-know-66-2,claim,fail,fail,fail,fail,yes,5,Contextual Metadata,0 inbound; 1 outbound; 1 related entities; 2 references,"The hosts distinguish publicly documented information from claims that still require corroboration, transparency, or additional evidence. scores 5/100. only 1 neighboring entities and 1 relationship types currently converge here; the current record has limited independent research depth; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know Episode #66 — Richard Dolan Joins the Show — Changes.",Recommend reduced destination prominence,pending
"The hosts distinguish publicly documented information from claims that still require corroboration, transparency, or additional evidence.",claim-need-to-know-67-2,claim,fail,fail,fail,fail,yes,5,Contextual Metadata,0 inbound; 1 outbound; 1 related entities; 2 references,"The hosts distinguish publicly documented information from claims that still require corroboration, transparency, or additional evidence. scores 5/100. only 1 neighboring entities and 1 relationship types currently converge here; the current record has limited independent research depth; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know Episode #67 — What You Need to Know Now.",Recommend reduced destination prominence,pending
"The hosts distinguish publicly documented information from claims that still require corroboration, transparency, or additional evidence.",claim-need-to-know-68-2,claim,fail,fail,fail,fail,yes,5,Contextual Metadata,0 inbound; 1 outbound; 1 related entities; 2 references,"The hosts distinguish publicly documented information from claims that still require corroboration, transparency, or additional evidence. scores 5/100. only 1 neighboring entities and 1 relationship types currently converge here; the current record has limited independent research depth; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know Episode #68 — Beyond The Sea.",Recommend reduced destination prominence,pending
"The hosts distinguish publicly documented information from claims that still require corroboration, transparency, or additional evidence.",claim-need-to-know-69-2,claim,fail,fail,fail,fail,yes,5,Contextual Metadata,0 inbound; 1 outbound; 1 related entities; 2 references,"The hosts distinguish publicly documented information from claims that still require corroboration, transparency, or additional evidence. scores 5/100. only 1 neighboring entities and 1 relationship types currently converge here; the current record has limited independent research depth; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know Episode #69 — Age of Disclosure?.",Recommend reduced destination prominence,pending
"The hosts distinguish publicly documented information from claims that still require corroboration, transparency, or additional evidence.",claim-need-to-know-70-2,claim,fail,fail,fail,fail,yes,5,Contextual Metadata,0 inbound; 1 outbound; 1 related entities; 2 references,"The hosts distinguish publicly documented information from claims that still require corroboration, transparency, or additional evidence. scores 5/100. only 1 neighboring entities and 1 relationship types currently converge here; the current record has limited independent research depth; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know Episode #70 — Turn the Page.",Recommend reduced destination prominence,pending
"The hosts distinguish publicly documented information from claims that still require corroboration, transparency, or additional evidence.",claim-need-to-know-71-2,claim,fail,fail,fail,fail,yes,5,Contextual Metadata,0 inbound; 1 outbound; 1 related entities; 2 references,"The hosts distinguish publicly documented information from claims that still require corroboration, transparency, or additional evidence. scores 5/100. only 1 neighboring entities and 1 relationship types currently converge here; the current record has limited independent research depth; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know Episode #71 — Crash.",Recommend reduced destination prominence,pending
"The hosts distinguish publicly documented information from claims that still require corroboration, transparency, or additional evidence.",claim-need-to-know-72-2,claim,fail,fail,fail,fail,yes,5,Contextual Metadata,0 inbound; 1 outbound; 1 related entities; 2 references,"The hosts distinguish publicly documented information from claims that still require corroboration, transparency, or additional evidence. scores 5/100. only 1 neighboring entities and 1 relationship types currently converge here; the current record has limited independent research depth; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know Episode #72 — UFO Hail Mary.",Recommend reduced destination prominence,pending
"The hosts distinguish publicly documented information from claims that still require corroboration, transparency, or additional evidence.",claim-need-to-know-73-2,claim,fail,fail,fail,fail,yes,5,Contextual Metadata,0 inbound; 1 outbound; 1 related entities; 2 references,"The hosts distinguish publicly documented information from claims that still require corroboration, transparency, or additional evidence. scores 5/100. only 1 neighboring entities and 1 relationship types currently converge here; the current record has limited independent research depth; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know Episode #73 — UFO Disclosure Plot Twist.",Recommend reduced destination prominence,pending
"The hosts distinguish publicly documented information from claims that still require corroboration, transparency, or additional evidence.",claim-need-to-know-74-2,claim,fail,fail,fail,fail,yes,5,Contextual Metadata,0 inbound; 1 outbound; 1 related entities; 2 references,"The hosts distinguish publicly documented information from claims that still require corroboration, transparency, or additional evidence. scores 5/100. only 1 neighboring entities and 1 relationship types currently converge here; the current record has limited independent research depth; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know Episode #74 — The Day After Disclosure Day.",Recommend reduced destination prominence,pending
"The hosts distinguish publicly documented information from claims that still require corroboration, transparency, or additional evidence.",claim-need-to-know-75-2,claim,fail,fail,fail,fail,yes,5,Contextual Metadata,0 inbound; 1 outbound; 1 related entities; 2 references,"The hosts distinguish publicly documented information from claims that still require corroboration, transparency, or additional evidence. scores 5/100. only 1 neighboring entities and 1 relationship types currently converge here; the current record has limited independent research depth; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know Episode #75 — Is the Tic Tac Really Lockheed Martin Technology?.",Recommend reduced destination prominence,pending
The hosts frame 2021 as a significant year for public UFO/UAP news and research.,claim-need-to-know-1-1,claim,fail,fail,fail,fail,yes,5,Contextual Metadata,0 inbound; 1 outbound; 1 related entities; 2 references,The hosts frame 2021 as a significant year for public UFO/UAP news and research. scores 5/100. only 1 neighboring entities and 1 relationship types currently converge here; the current record has limited independent research depth; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know Episode #1 — 2021 Top Ten.,Recommend reduced destination prominence,pending
The hosts frame the summer of 2022 as a test of whether institutional engagement would produce lasting transparency.,claim-need-to-know-16-4,claim,fail,fail,fail,fail,yes,1,Contextual Metadata,0 inbound; 1 outbound; 1 related entities; 2 references,The hosts frame the summer of 2022 as a test of whether institutional engagement would produce lasting transparency. scores 1/100. only 1 neighboring entities and 1 relationship types currently converge here; the current record has limited independent research depth; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know Episode #16 — Summer of the Saucers.,Recommend reduced destination prominence,pending
The hosts identify 1947 as the seminal year in which the modern flying-saucer phenomenon entered public consciousness.,claim-need-to-know-5-3,claim,fail,fail,fail,fail,yes,1,Contextual Metadata,0 inbound; 1 outbound; 1 related entities; 2 references,The hosts identify 1947 as the seminal year in which the modern flying-saucer phenomenon entered public consciousness. scores 1/100. only 1 neighboring entities and 1 relationship types currently converge here; the current record has limited independent research depth; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know Episode #5 — Roswell and Beyond.,Recommend reduced destination prominence,pending
The hosts identify continued scientific investigation as necessary to move the subject beyond speculation.,claim-need-to-know-2-3,claim,fail,fail,fail,fail,yes,5,Contextual Metadata,0 inbound; 1 outbound; 1 related entities; 2 references,The hosts identify continued scientific investigation as necessary to move the subject beyond speculation. scores 5/100. only 1 neighboring entities and 1 relationship types currently converge here; the current record has limited independent research depth; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know Episode #2 — The Year Ahead.,Recommend reduced destination prominence,pending
The hosts present accurate historical context as essential to responsible coverage of government UAP programs.,claim-need-to-know-4-4,claim,fail,fail,fail,fail,yes,5,Contextual Metadata,0 inbound; 1 outbound; 1 related entities; 2 references,The hosts present accurate historical context as essential to responsible coverage of government UAP programs. scores 5/100. only 1 neighboring entities and 1 relationship types currently converge here; the current record has limited independent research depth; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know Episode #4 — Media Coverage of Harry Reid’s Death.,Recommend reduced destination prominence,pending
The hosts present public acknowledgment of UAP as a major shift in consensus reality.,claim-weaponized-1-1,claim,fail,fail,fail,fail,yes,16,Contextual Metadata,0 inbound; 1 outbound; 1 related entities; 1 references,The hosts present public acknowledgment of UAP as a major shift in consensus reality. scores 16/100. only 1 neighboring entities and 1 relationship types currently converge here; the current record has limited independent research depth; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath WEAPONIZED Episode #1 — Launching WEAPONIZED — A New Consensus Reality.,Recommend reduced destination prominence,pending
The hosts present sustained investigation and evidence-based discussion as necessary for understanding the UAP issue.,claim-need-to-know-1-4,claim,fail,fail,fail,fail,yes,5,Contextual Metadata,0 inbound; 1 outbound; 1 related entities; 2 references,The hosts present sustained investigation and evidence-based discussion as necessary for understanding the UAP issue. scores 5/100. only 1 neighboring entities and 1 relationship types currently converge here; the current record has limited independent research depth; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know Episode #1 — 2021 Top Ten.,Recommend reduced destination prominence,pending
The hosts questioned why the USS Jackson incident was not reported to AARO,claim-uss-jackson-incident-not-reported-to-aaro,claim,fail,fail,fail,fail,yes,17,Contextual Metadata,0 inbound; 1 outbound; 1 related entities; 1 references,The hosts questioned why the USS Jackson incident was not reported to AARO scores 17/100. only 1 neighboring entities and 1 relationship types currently converge here; the current record has limited independent research depth; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath WEAPONIZED Episode #72 — The USS Jackson Tic Tac Video.,Recommend reduced destination prominence,pending
The hosts reject the idea that familiarity with the Tic Tac case makes renewed sworn testimony unimportant.,claim-weaponized-27-4,claim,fail,fail,fail,fail,yes,16,Contextual Metadata,0 inbound; 1 outbound; 1 related entities; 1 references,The hosts reject the idea that familiarity with the Tic Tac case makes renewed sworn testimony unimportant. scores 16/100. only 1 neighboring entities and 1 relationship types currently converge here; the current record has limited independent research depth; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath WEAPONIZED Episode #27 — The Historic House UAP Hearing and a Fresh Look at the Nimitz Tic Tac Case.,Recommend reduced destination prominence,pending
The hosts rejected the suggestion that the cargo ship Bass Strait launched the reported Navy drones,claim-bass-strait-explanation-rejected-by-hosts,claim,fail,fail,fail,fail,yes,13,Contextual Metadata,0 inbound; 1 outbound; 1 related entities; 1 references,The hosts rejected the suggestion that the cargo ship Bass Strait launched the reported Navy drones scores 13/100. only 1 neighboring entities and 1 relationship types currently converge here; the current record has limited independent research depth; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath WEAPONIZED Episode #70 — The Age of Disclosure and Media Coverage of UAP.,Recommend reduced destination prominence,pending
The House Oversight Committee was preparing a public hearing with whistleblowers and eyewitnesses.,claim-weaponized-25-3,claim,fail,fail,fail,fail,yes,16,Contextual Metadata,0 inbound; 1 outbound; 1 related entities; 1 references,"The House Oversight Committee was preparing a public hearing with whistleblowers and eyewitnesses. scores 16/100. only 1 neighboring entities and 1 relationship types currently converge here; the current record has limited independent research depth; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath WEAPONIZED Episode #25 — Tim Burchett, Congressional UFO Hearings, and the Coming House Testimony.",Recommend reduced destination prominence,pending
The initial file release did not constitute full disclosure,claim-initial-file-release-did-not-constitute-full-disclosure,claim,fail,borderline,fail,fail,yes,24,Contextual Metadata,1 inbound; 1 outbound; 1 related entities; 1 references,"The initial file release did not constitute full disclosure scores 24/100. only 1 neighboring entities and 2 relationship types currently converge here; the current record has limited independent research depth; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath WEAPONIZED Episode #117 — Federal UFO Files, Public Expectations, and Sleeping Dog.",Recommend reduced destination prominence,pending
"The interview connects experiencer testimony with contemporary debates over crash retrievals, whistleblowers, secrecy, and disclosure.",claim-weaponized-23-4,claim,fail,fail,fail,fail,yes,16,Contextual Metadata,0 inbound; 1 outbound; 1 related entities; 1 references,"The interview connects experiencer testimony with contemporary debates over crash retrievals, whistleblowers, secrecy, and disclosure. scores 16/100. only 1 neighboring entities and 1 relationship types currently converge here; the current record has limited independent research depth; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath WEAPONIZED Episode #23 — Whitley Strieber — Communion, The Visitors, and Readiness for Disclosure.",Recommend reduced destination prominence,pending
The interview connects Williams’s interest in anomalous phenomena with his personal and creative life.,claim-weaponized-17-3,claim,fail,fail,fail,fail,yes,12,Contextual Metadata,0 inbound; 1 outbound; 1 related entities; 1 references,"The interview connects Williams’s interest in anomalous phenomena with his personal and creative life. scores 12/100. only 1 neighboring entities and 1 relationship types currently converge here; the current record has limited independent research depth; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath WEAPONIZED Episode #17 — Robbie Williams — Music, Unusual Experiences, and Skinwalker Ranch.",Recommend reduced destination prominence,pending
The journalists behind the 2017 report faced editorial resistance and professional blowback,claim-nyt-ufo-report-faced-internal-resistance,claim,fail,borderline,fail,fail,yes,18,Contextual Metadata,0 inbound; 1 outbound; 1 related entities; 1 references,The journalists behind the 2017 report faced editorial resistance and professional blowback scores 18/100. only 1 neighboring entities and 1 relationship types currently converge here; the current record has limited independent research depth; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath WEAPONIZED Episode #68 — Ralph Blumenthal and the 2017 New York Times UFO Story.,Recommend reduced destination prominence,pending
"The July 2023 House hearing was expected to feature David Grusch, David Fravor, and Ryan Graves.",claim-weaponized-27-1,claim,fail,fail,fail,fail,yes,16,Contextual Metadata,0 inbound; 1 outbound; 1 related entities; 1 references,"The July 2023 House hearing was expected to feature David Grusch, David Fravor, and Ryan Graves. scores 16/100. only 1 neighboring entities and 1 relationship types currently converge here; the current record has limited independent research depth; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath WEAPONIZED Episode #27 — The Historic House UAP Hearing and a Fresh Look at the Nimitz Tic Tac Case.",Recommend reduced destination prominence,pending
The Kona Blue cancellation story was incomplete,claim-kona-blue-cancellation-story-incomplete,claim,fail,borderline,fail,fail,yes,16,Contextual Metadata,0 inbound; 1 outbound; 1 related entities; 1 references,"The Kona Blue cancellation story was incomplete scores 16/100. only 1 neighboring entities and 1 relationship types currently converge here; the current record has limited independent research depth; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath WEAPONIZED Episode #96 — James Lacatski on AAWSAP, Kona Blue, and a Recovered Craft — Part 1.",Recommend reduced destination prominence,pending
The Lacatski interview expanded the public record,claim-lacatski-interview-expanded-public-record,claim,fail,borderline,fail,fail,yes,16,Contextual Metadata,0 inbound; 1 outbound; 1 related entities; 1 references,The Lacatski interview expanded the public record scores 16/100. only 1 neighboring entities and 1 relationship types currently converge here; the current record has limited independent research depth; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath WEAPONIZED Episode #98 — Reassessing the James Lacatski Revelations.,Recommend reduced destination prominence,pending
The letter states that some allegedly recovered materials date to the early 1950s.,claim-weaponized-22-2,claim,fail,fail,fail,fail,yes,12,Contextual Metadata,0 inbound; 1 outbound; 1 related entities; 1 references,The letter states that some allegedly recovered materials date to the early 1950s. scores 12/100. only 1 neighboring entities and 1 relationship types currently converge here; the current record has limited independent research depth; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath WEAPONIZED Episode #22 — Allied UAP Reverse-Engineering Programs and the Larry Maguire Letter.,Recommend reduced destination prominence,pending
"The May 17, 2022 hearing marked the first open congressional UFO hearing in more than five decades.",claim-need-to-know-14-1,claim,fail,fail,fail,fail,yes,5,Contextual Metadata,0 inbound; 1 outbound; 1 related entities; 2 references,"The May 17, 2022 hearing marked the first open congressional UFO hearing in more than five decades. scores 5/100. only 1 neighboring entities and 1 relationship types currently converge here; the current record has limited independent research depth; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know Episode #14 — Elizondo on UAP Hearing.",Recommend reduced destination prominence,pending
The May 2022 House hearing renewed public attention but did not resolve central questions about UAP data and historical programs.,claim-need-to-know-16-1,claim,fail,fail,fail,fail,yes,5,Contextual Metadata,0 inbound; 1 outbound; 1 related entities; 2 references,The May 2022 House hearing renewed public attention but did not resolve central questions about UAP data and historical programs. scores 5/100. only 1 neighboring entities and 1 relationship types currently converge here; the current record has limited independent research depth; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath Need to Know Episode #16 — Summer of the Saucers.,Recommend reduced destination prominence,pending
The military secured the crash area rapidly,claim-military-secured-crash-area-quickly,claim,fail,borderline,fail,fail,yes,18,Contextual Metadata,0 inbound; 1 outbound; 1 related entities; 1 references,The military secured the crash area rapidly scores 18/100. only 1 neighboring entities and 1 relationship types currently converge here; the current record has limited independent research depth; its long-term significance is not yet strongly demonstrated; its information may be naturally encountered beneath WEAPONIZED Episode #95 — The Area 51 Crash Retrieval and Its Cover Story.,Recommend reduced destination prominence,pending
